0.1 percent	0.2 percent	0.3 percent	0.4 percent	0.5 percent	0.6 percent	0.7 percent	0.8 percent	0.9 percent	1 percent
2849	849	2417	2462	3876	3069	5945	3526	3855	5236
1237	1275	2943	2015	5489	882	3976	6748	4236	2934
1139	1889	3428	3311	1854	359	3893	10232	3498	8054
466	644	2248	1927	4201	752	6729	3338	3546	8006
351	1036	186	4725	1708	1768	4534	5745	4925	3933
99	1161	1342	2727	990	3135	3488	7449	2726	8993
1012	382	3825	2113	4158	2436	1825	2046	5486	3163
934	1659	2021	1547	11390	3227	2980	1851	8992	12553
181	334	1053	1	2091	4841	7061	12987	7230	4845
99	3715	1638	4392	1816	4936	6079	2968	5354	6077
6	1038	4208	7067	3820	5390	5135	3371	3735	4273
95	502	5023	3986	3342	2211	3003	5943	5153	8587
84	1741	3066	5164	2644	2086	3478	10379	23104	4090
549	3735	1132	2045	2481	5588	5036	6823	2678	16139
231	778	812	1432	3986	2124	1931	2175	2680	5079
944	2607	4558	4958	3912	4576	6688	4002	11990	2771
212	182	1602	2644	3595	3532	6492	4268	4410	7251
1157	1527	1056	2593	3840	2960	8920	4734	3134	6085
1879	898	370	6887	4676	3816	6225	3670	3344	8624
4769	247	478	346	9059	3096	6335	3998	5869	6950
2967	1884	2328	1399	2263	14245	2359	5531	5558	5718
339	1385	2057	1854	1785	4262	3500	4963	3297	2738
482	664	1935	2913	2273	4396	5318	9725	8051	9901
583	2340	1247	732	3723	1674	1604	20479	7563	5274
512	1581	3271	3316	1384	5590	2048	2989	7541	2316
443	622	1532	1029	7509	1305	6174	11551	9075	5470
1056	584	1821	2146	2151	4929	3432	1179	5591	3738
1019	255	6012	2485	2673	5548	3883	3525	5748	2612
640	661	1454	1446	1834	3154	3163	5817	13272	7107
2174	2209	2291	1766	2292	531	3167	4714	8255	6706
2066	428	996	2174	1017	7150	4096	8736	2067	6524
5	1405	945	1	3237	1876	5367	19551	6829	26704
1061	1949	1761	5375	4925	1368	8813	3215	6994	5979
532	1309	652	1121	10604	3220	3400	2286	2384	9985
699	902	2810	1672	2647	1710	4815	2993	6534	5064
275	392	1242	2463	1333	4622	1411	5402	6182	24750
1045	1639	4472	3054	2026	5515	1234	6135	4655	5706
545	2556	3926	2831	3392	2293	3526	14966	1739	5216
185	1060	2120	2048	4469	1463	4643	4313	5631	4789
890	1193	1717	2236	6806	4219	12289	4168	7418	8852
944	19	246	3187	5411	1593	3695	4470	17853	10035
329	1277	4648	2271	5921	1959	1316	2969	3165	6678
9	1556	1962	5717	1556	3834	3550	3961	1670	9318
1226	35	2055	1766	4198	4760	7162	6279	2774	9145
663	3350	1475	1786	3918	5984	4654	13497	8476	1895
832	1407	472	2788	3094	6583	4439	2306	6752	5756
785	742	1517	3551	2290	5259	4039	4191	8480	4080
7	1642	1662	3781	16015	6509	14503	3421	5246	5117
397	1303	3268	1049	4873	3406	2061	6042	5285	5373
1132	2625	2545	4425	1653	2084	2614	3810	2946	7319
1686	1736	1171	1821	1280	16320	3889	5792	4195	14039
626	1448	866	2249	447	5127	2641	7445	6710	6078
170	2332	1093	3159	3186	2700	3810	3965	2300	3332
