1 NN	2 NN	3 NN	4 NN	5 NN	6 NN	7 NN	8 NN	9 NN	10 NN
224	399	413	538	331	403	488	338	392	375
242	266	214	286	210	401	399	179	443	338
177	354	264	160	338	202	168	362	388	264
182	156	236	444	525	202	263	644	331	851
161	264	265	407	216	492	403	436	287	482
236	174	454	160	217	418	508	217	236	367
277	163	263	241	362	447	362	436	444	729
269	438	264	384	362	462	416	167	203	319
216	222	199	265	461	192	235	175	202	236
289	395	282	199	174	455	537	401	672	475
162	264	216	180	168	445	609	235	950	443
160	285	261	444	287	462	217	358	455	696
180	174	225	276	167	539	177	594	445	680
224	263	609	453	216	399	686	475	830	715
264	366	282	375	445	433	396	202	504	349
292	160	493	628	163	180	520	499	657	174
237	293	235	765	555	182	295	623	362	280
252	546	201	338	277	624	552	454	151	534
229	235	370	175	169	343	502	586	445	264
239	160	268	564	163	667	289	436	508	199
237	214	163	200	575	416	203	602	601	984
214	205	250	683	212	485	158	542	338	537
250	175	519	212	282	219	152	669	362	661
264	247	282	540	338	455	485	235	199	509
202	260	181	264	224	355	289	175	496	252
202	202	480	194	216	623	492	189	742	152
160	216	202	235	425	540	368	179	512	776
264	166	480	432	281	409	445	282	236	161
217	286	262	470	447	636	380	427	509	289
191	216	217	424	264	201	282	362	362	521
