1 NN	2 NN	3 NN	4 NN	5 NN	6 NN	7 NN	8 NN	9 NN	10 NN
0	3	46	25	84	60	0	8	0	12
2	0	11	0	155	3	541	1	174	172
3	32	0	0	145	213	25	1188	0	0
9	3	0	16	239	16	0	4	77	45
1	30	738	0	0	121	0	30	0	29
1	0	0	98	7	17	100	0	0	14
1	170	0	8	7	43	97	61	10	167
0	1	17	115	0	566	325	102	0	99
1	62	3	267	10	13	80	403	21	35
0	5	55	0	5	10	18	19	197	47
0	0	82	46	0	196	38	19	22	41
0	0	94	28	0	0	0	79	0	67
3	191	14	274	126	12	7	462	32	202
2	6	15	7	21	751	19	0	0	0
2	126	33	8	0	0	47	9	0	0
1	40	174	0	145	56	244	147	224	29
15	0	5	0	12	3	9	12	0	18
0	2	519	6	9	9	83	43	28	44
27	153	10	1	6	6	118	46	5	0
0	113	108	142	0	22	0	41	0	13
24	3	5	0	11	6	125	0	16	0
1	57	48	0	138	997	27	176	566	0
0	0	115	0	0	35	0	98	167	119
211	3	201	5	0	271	0	93	0	15
1	3	5	18	161	89	17	7	729	72
1	0	0	292	7	111	0	18	45	0
4	0	20	0	74	16	0	0	0	125
0	2	294	181	123	5	12	34	0	92
5	9	12	0	0	0	17	170	137	138
0	112	0	0	15	0	22	0	136	75
1	4	0	7	7	118	0	0	90	70
1	2	4	4	12	28	10	13	1511	150
1	5	0	311	4	325	146	72	345	209
1	0	258	89	0	326	233	238	15	98
3	97	10	9	0	0	6	0	0	111
2	0	38	232	142	425	61	0	0	0
1	2	0	70	7	12	0	13	295	0
1	0	4	4	3	12	32	11	17	20
1	19	0	185	0	24	0	176	24	0
9	0	65	305	0	136	225	154	0	0
0	5	0	193	8	116	25	14	0	26
1	0	30	4	0	11	7039	192	0	263
38	2	0	0	70	144	104	19	21	0
6	8	44	9	3	509	56	40	64	13
1	7	27	2	782	23	106	37	372	0
3	0	0	0	18	239	16	34	0	98
0	0	1	246	0	16	25	0	19	0
0	0	181	5	0	2645	32	13	10	9
0	4	2	9	194	0	0	0	7	0
1	27	1400	7	0	424	0	139	0	16
2	3	24	16	7	5	30	0	0	43
2	2	3	1	17	7	39	39	885	0
0	43	4	155	6	64	67	378	46	0
3	0	4	16	5	7	47	0	11	58
0	8	0	0	15	318	58	113	20	0
0	0	1	0	0	14	404	303	687	0
1	0	0	0	8	5	0	20	0	0
0	0	0	9	11	7	0	54	0	0
0	293	1	0	78	0	13	658	29	33
6	2	18	0	0	115	4	328	0	97
33	9	3	12	240	22	155	14	438	26
40	0	13	22	7	146	33	201	164	83
1	2	0	441	6	67	0	0	6	0
1	14	6	12	87	34	69	3	225	33
2	43	11	0	16	34	9	127	0	0
0	19	13	72	118	0	0	9	0	21
30	23	52	27	0	21	755	111	35	189
2	2	2	0	146	50	57	0	50	26
0	0	9	9	188	93	14	8	146	71
0	0	4	8	17	0	27	24	159	0
9	1	47	6	10	885	14	0	23	2
2	0	3	0	486	0	0	447	0	0
7	1	463	239	6	171	346	917	10	25
46	0	0	2	6	3	241	573	78	100
1	4	22	7	12	0	325	362	5	19
1	3	0	130	46	11	61	0	443	119
0	0	2	1	15	13	19	46	82	51
5	15	47	0	0	12	13	246	42	154
223	8	0	0	41	4	92	22	45	0
10	0	0	1	676	12	789	53	0	0
1	12	8	1	13	143	0	0	235	157
1	0	0	77	7	500	112	172	0	12
2	0	29	173	16	84	90	7	72	0
0	6	0	427	36	7	102	0	68	30
2	186	18	45	37	5	0	0	30	380
60	253	0	8	6	248	43	474	4	20
1	0	3	33	16	2	0	5	26	12
0	8	4	74	5	839	307	10	121	540
1	0	4	23	7	25	0	0	101	11
0	4	0	0	50	787	413	15	130	0
5	4	5	0	2	0	31	12	298	239
0	7	11	114	355	5	19	0	95	11
1	5	8	278	8	177	7	720	16	3
445	197	0	19	0	13	12	15	22	120
1	1	0	12	0	0	257	0	218	6
0	3	22	154	3	3	12	0	0	13
0	2	3	3	13	4	122	387	0	719
0	217	367	10	8	55	58	0	24	162
0	65	0	97	5	9	399	45	30	16
1	169	3	3	20	236	92	129	0	0
9	2	46	0	0	26	0	9	9	27
1	8	3	5	0	8	94	10	32	128
