0.1 percent	0.2 percent	0.3 percent	0.4 percent	0.5 percent	0.6 percent	0.7 percent	0.8 percent	0.9 percent	1 percent
954	2319	2998	1120	2458	4604	7235	6504	10065	7635
2248	2666	4631	3878	1365	4113	5404	7657	4802	8444
1131	2779	3800	2126	1641	4609	7750	4643	3275	6481
1464	2770	954	7986	3243	4017	6256	5768	7734	8984
913	1587	5382	6267	2688	8452	7090	4863	8733	23901
829	1312	3272	3010	4359	5495	4626	9698	7516	7923
1178	2258	4133	3928	2883	4230	7222	13587	6831	5510
2340	852	1837	2010	6622	2026	7267	7433	7303	4549
525	1550	4300	2429	5118	5134	9894	7494	6232	9304
1113	1984	2970	1480	2714	2668	6248	8145	3155	5385
155	2327	1923	6182	4965	2570	7659	8377	5596	9920
1024	1744	4315	2795	2440	6851	5336	19032	6030	9782
1860	2039	1578	1954	3312	5412	4958	6458	5933	6196
1651	2174	3726	1523	1829	3914	1015	8252	16150	10047
1995	870	5788	2158	4029	6214	4673	5694	4976	7715
1328	1677	3905	2788	1950	8352	2873	7865	7662	9037
1044	2157	4050	4517	4648	1337	8540	6943	8441	7836
492	3578	2447	4371	3306	6755	3757	4530	3299	12221
601	1216	3109	1414	4205	5696	10157	6564	5007	8018
1055	424	1017	13381	2526	7624	2158	3046	6399	8047
725	1147	2386	5526	3777	5011	2983	5244	3193	10911
729	2647	1730	2789	4606	7044	2315	4767	3543	6863
2270	2432	3226	3210	8967	2388	2173	4936	6266	9988
772	2241	4150	2053	4785	8591	6293	6496	9709	6686
451	2562	4452	5355	2210	6223	4381	10977	3022	12845
1636	1602	2803	3973	7585	4174	3896	5450	5036	6236
944	2766	1054	10929	3003	5349	6882	5074	6134	12193
1340	1948	1476	4834	8203	10868	2639	9701	6272	7578
1050	1640	2938	3203	4341	3053	13208	4208	5318	4089
1264	2618	6281	5091	2837	5380	8128	4549	10099	5559
1129	1705	1961	2724	7002	5249	8571	9860	10063	6294
2147	1607	2755	3133	3858	2294	4338	17383	3495	8136
184	2349	3199	3010	5042	2579	5698	5776	4902	8904
1110	2616	2611	18405	3380	7391	4551	5303	8844	10935
1470	1580	1872	2102	2049	6680	4129	6383	8202	4905
1067	2071	3558	2981	4530	5673	7414	8104	9020	5598
309	2202	2689	2715	5995	4552	8932	6160	7517	8954
889	2565	2926	5037	5877	6909	2614	5212	11064	6257
380	769	9346	4241	3647	2347	6201	5338	5950	2702
986	3111	1828	5328	7450	3319	4760	6287	7051	21350
